ID1,timepoint,time,datetime,well,sample,OD750
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I07,Sample X199,0.097
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I08,Sample X200,0.079
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I09,Sample X201,0.119
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I10,Sample X202,0.114
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I11,Sample X203,0.140
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I12,Sample X204,0.121
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I13,Sample X205,0.104
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I14,Sample X206,0.098
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I15,Sample X207,0.096
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I16,Sample X208,0.093
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I17,Sample X209,0.124
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I18,Sample X210,0.080
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I19,Sample X211,0.123
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I20,Sample X212,0.090
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I21,Sample X213,0.108
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I22,Sample X214,0.140
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I23,Sample X215,0.138
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,I24,Sample X216,0.045
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J01,Sample X217,0.049
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J02,Sample X218,0.160
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J03,Sample X219,0.118
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J04,Sample X220,0.157
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J05,Sample X221,0.102
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J06,Sample X222,0.128
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J07,Sample X223,0.136
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J08,Sample X224,0.192
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J09,Sample X225,0.233
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J10,Sample X226,0.188
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J11,Sample X227,0.131
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J12,Sample X228,0.123
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J13,Sample X229,0.410
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J14,Sample X230,0.110
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J15,Sample X231,0.174
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J16,Sample X232,0.346
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J17,Sample X233,0.134
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J18,Sample X234,0.097
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J19,Sample X235,0.419
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J20,Sample X236,0.141
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J21,Sample X237,0.136
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J22,Sample X238,0.114
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J23,Sample X239,0.105
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,J24,Sample X240,0.034
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K01,Sample X241,0.038
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K02,Sample X242,0.114
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K03,Sample X243,0.110
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K04,Sample X244,0.145
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K05,Sample X245,0.100
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K06,Sample X246,0.089
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K07,Sample X247,0.120
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K08,Sample X248,0.093
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K09,Sample X249,0.085
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K10,Sample X250,0.071
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K11,Sample X251,0.147
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K12,Sample X252,0.088
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K13,Sample X253,0.130
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K14,Sample X254,0.135
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K15,Sample X255,0.102
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K16,Sample X256,0.118
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K17,Sample X257,0.093
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K18,Sample X258,0.166
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K19,Sample X259,0.089
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K20,Sample X260,0.137
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K21,Sample X261,0.105
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K22,Sample X262,0.107
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K23,Sample X263,0.118
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,K24,Sample X264,0.040
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L01,Sample X265,0.056
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L02,Sample X266,0.077
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L03,Sample X267,0.182
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L04,Sample X268,0.101
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L05,Sample X269,0.102
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L06,Sample X270,0.115
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L07,Sample X271,0.091
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L08,Sample X272,0.091
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L09,Sample X273,0.098
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L10,Sample X274,0.134
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L11,Sample X275,0.113
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L12,Sample X276,0.155
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L13,Sample X277,0.110
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L14,Sample X278,0.131
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L15,Sample X279,0.175
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L16,Sample X280,0.254
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L17,Sample X281,0.142
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L18,Sample X282,0.118
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L19,Sample X283,0.093
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L20,Sample X284,0.263
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L21,Sample X285,0.096
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L22,Sample X286,0.127
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L23,Sample X287,0.104
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,L24,Sample X288,0.049
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M01,Sample X289,0.039
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M02,Sample X290,0.118
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M03,Sample X291,0.157
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M04,Sample X292,0.088
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M05,Sample X293,0.089
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M06,Sample X294,0.082
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M07,Sample X295,0.133
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M08,Sample X296,0.085
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M09,Sample X297,0.103
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M10,Sample X298,0.092
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M11,Sample X299,0.094
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M12,Sample X300,0.146
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M13,Sample X301,0.152
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M14,Sample X302,0.105
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M15,Sample X303,0.073
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M16,Sample X304,0.114
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M17,Sample X305,0.095
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M18,Sample X306,0.124
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M19,Sample X307,0.095
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M20,Sample X308,0.086
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M21,Sample X309,0.201
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M22,Sample X310,0.144
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M23,Sample X311,0.087
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,M24,Sample X312,0.041
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N01,Sample X313,0.040
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N02,Sample X314,0.097
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N03,Sample X315,0.126
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N04,Sample X316,0.104
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N05,Sample X317,0.100
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N06,Sample X318,0.087
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N07,Sample X319,0.115
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N08,Sample X320,0.088
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N09,Sample X321,0.115
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N10,Sample X322,0.176
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N11,Sample X323,0.127
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N12,Sample X324,0.115
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N13,Sample X325,0.321
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N14,Sample X326,0.116
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N15,Sample X327,0.246
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N16,Sample X328,0.129
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N17,Sample X329,0.176
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N18,Sample X330,0.103
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N19,Sample X331,0.118
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N20,Sample X332,0.098
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N21,Sample X333,0.117
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N22,Sample X334,0.139
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N23,Sample X335,0.090
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,N24,Sample X336,0.035
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O01,Sample X337,0.042
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O02,Sample X338,0.115
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O03,Sample X339,0.089
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O04,Sample X340,0.092
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O05,Sample X341,0.130
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O06,Sample X342,0.168
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O07,Sample X343,0.145
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O08,Sample X344,0.107
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O09,Sample X345,0.100
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O10,Sample X346,0.079
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O11,Sample X347,0.130
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O12,Sample X348,0.215
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O13,Sample X349,0.098
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O14,Sample X350,0.103
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O15,Sample X351,0.098
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O16,Sample X352,0.093
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O17,Sample X353,0.150
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O18,Sample X354,0.130
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O19,Sample X355,0.157
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O20,Sample X356,0.085
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O21,Sample X357,0.108
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O22,Sample X358,0.105
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O23,Sample X359,0.109
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,O24,Sample X360,0.033
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P01,Sample X361,0.047
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P02,Sample X362,0.128
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P03,Sample X363,0.075
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P04,Sample X364,0.083
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P05,Sample X365,0.126
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P06,Sample X366,0.085
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P07,Sample X367,0.155
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P08,Sample X368,0.203
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P09,Sample X369,0.134
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P10,Sample X370,0.136
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P11,Sample X371,0.128
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P12,Sample X372,0.412
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P13,Sample X373,0.110
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P14,Sample X374,0.153
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P15,Sample X375,0.162
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P16,Sample X376,0.175
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P17,Sample X377,0.134
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P18,Sample X378,0.116
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P19,Sample X379,0.129
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P20,Sample X380,0.099
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P21,Sample X381,0.136
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P22,Sample X382,0.111
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P23,Sample X383,0.097
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06,P24,Sample X384,0.040
cytomatIncubator58,T0,2022-08-03 17-13-06,2022-08-03 17:13:06
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B02,Sample X1,0.431
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B03,Sample X2,0.261
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B04,Sample X3,0.397
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B05,Sample X4,0.379
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B06,Sample X5,0.370
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B07,Sample X6,0.504
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B08,Sample X7,0.953
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B09,Sample X8,0.486
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B10,Sample X9,0.811
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B11,Sample X10,0.826
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B12,Sample X11,0.435
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B13,Sample X12,0.362
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B14,Sample X13,0.382
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B15,Sample X14,1.481
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B16,Sample X15,0.152
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B17,Sample X16,0.120
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B18,Sample X17,0.994
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B19,Sample X18,1.379
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B20,Sample X19,0.179
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B21,Sample X20,0.171
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B22,Sample X21,0.232
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,B23,Sample X22,0.351
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C02,Sample X23,0.899
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C03,Sample X24,0.741
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C04,Sample X25,0.214
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C05,Sample X26,0.984
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C06,Sample X27,0.163
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C07,Sample X28,0.428
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C08,Sample X29,0.469
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C09,Sample X30,0.384
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C10,Sample X31,0.162
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C11,Sample X32,0.323
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C12,Sample X33,0.232
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C13,Sample X34,1.098
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C14,Sample X35,0.102
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C15,Sample X36,0.422
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C16,Sample X37,0.855
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C17,Sample X38,0.210
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C18,Sample X39,0.425
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C19,Sample X40,1.319
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C20,Sample X41,0.114
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C21,Sample X42,0.705
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C22,Sample X43,0.373
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,C23,Sample X44,0.392
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D02,Sample X45,0.570
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D03,Sample X46,0.433
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D04,Sample X47,1.424
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D05,Sample X48,0.431
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D06,Sample X49,0.362
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D07,Sample X50,0.104
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D08,Sample X51,0.154
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D09,Sample X52,0.422
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D10,Sample X53,1.297
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D11,Sample X54,0.217
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D12,Sample X55,0.394
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D13,Sample X56,0.150
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D14,Sample X57,0.281
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D15,Sample X58,0.648
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D16,Sample X59,0.114
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D17,Sample X60,0.378
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D18,Sample X61,1.373
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D19,Sample X62,0.115
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D20,Sample X63,0.329
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D21,Sample X64,0.856
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D22,Sample X65,0.154
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,D23,Sample X66,1.667
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E02,Sample X67,0.855
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E03,Sample X68,0.183
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E04,Sample X69,0.214
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E05,Sample X70,0.186
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E06,Sample X71,0.370
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E07,Sample X72,0.226
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E08,Sample X73,1.223
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E09,Sample X74,0.284
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E10,Sample X75,0.181
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E11,Sample X76,1.654
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E12,Sample X77,0.219
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E13,Sample X78,0.402
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E14,Sample X79,0.265
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E15,Sample X80,0.516
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E16,Sample X81,0.203
cytomatIncubator58,T1,2022-08-04 17-12-17,2022-08-04 17:12:17,E17,Sample X82,0.998
