measurement_ID,plate_ID,timepoint,wavelength,well,value_ID,well_type,Compound,Concentration,OD
gradient_495,gradient,T0,495,O23,gradient_495.O23,Experimental,IRIDIN,3.33333333333333,0.2696
gradient_495,gradient,T0,495,O24,gradient_495.O24,NA,NA,NA,0.2648
gradient_495,gradient,T0,495,P01,gradient_495.P01,NA,NA,NA,0.2644
gradient_495,gradient,T0,495,P02,gradient_495.P02,NA,NA,NA,0.2678
gradient_495,gradient,T0,495,P03,gradient_495.P03,NA,NA,NA,0.2614
gradient_495,gradient,T0,495,P04,gradient_495.P04,NA,NA,NA,0.2687
gradient_495,gradient,T0,495,P05,gradient_495.P05,NA,NA,NA,0.2658
gradient_495,gradient,T0,495,P06,gradient_495.P06,NA,NA,NA,0.2669
gradient_495,gradient,T0,495,P07,gradient_495.P07,NA,NA,NA,0.2649
gradient_495,gradient,T0,495,P08,gradient_495.P08,NA,NA,NA,0.279
gradient_495,gradient,T0,495,P09,gradient_495.P09,NA,NA,NA,0.2704
gradient_495,gradient,T0,495,P10,gradient_495.P10,NA,NA,NA,0.2774
gradient_495,gradient,T0,495,P11,gradient_495.P11,NA,NA,NA,0.2672
gradient_495,gradient,T0,495,P12,gradient_495.P12,NA,NA,NA,0.2772
gradient_495,gradient,T0,495,P13,gradient_495.P13,NA,NA,NA,0.2643
gradient_495,gradient,T0,495,P14,gradient_495.P14,NA,NA,NA,0.2785
gradient_495,gradient,T0,495,P15,gradient_495.P15,NA,NA,NA,0.2765
gradient_495,gradient,T0,495,P16,gradient_495.P16,NA,NA,NA,0.288
gradient_495,gradient,T0,495,P17,gradient_495.P17,NA,NA,NA,0.2701
gradient_495,gradient,T0,495,P18,gradient_495.P18,NA,NA,NA,0.2742
gradient_495,gradient,T0,495,P19,gradient_495.P19,NA,NA,NA,0.2653
gradient_495,gradient,T0,495,P20,gradient_495.P20,NA,NA,NA,0.2686
gradient_495,gradient,T0,495,P21,gradient_495.P21,NA,NA,NA,0.2607
gradient_495,gradient,T0,495,P22,gradient_495.P22,NA,NA,NA,0.2653
gradient_495,gradient,T0,495,P23,gradient_495.P23,NA,NA,NA,0.2632
gradient_495,gradient,T0,495,P24,gradient_495.P24,NA,NA,NA,0.3071
gradient_495,gradient,T1,495,A01,gradient_495.A01,NA,NA,NA,0.5993
gradient_495,gradient,T1,495,A02,gradient_495.A02,NA,NA,NA,0.1967
gradient_495,gradient,T1,495,A03,gradient_495.A03,NA,NA,NA,0.3236
gradient_495,gradient,T1,495,A04,gradient_495.A04,NA,NA,NA,0.3451
gradient_495,gradient,T1,495,A05,gradient_495.A05,NA,NA,NA,0.2504
gradient_495,gradient,T1,495,A06,gradient_495.A06,NA,NA,NA,0.4221
gradient_495,gradient,T1,495,A07,gradient_495.A07,NA,NA,NA,0.4586
gradient_495,gradient,T1,495,A08,gradient_495.A08,NA,NA,NA,0.4052
gradient_495,gradient,T1,495,A09,gradient_495.A09,NA,NA,NA,0.3376
gradient_495,gradient,T1,495,A10,gradient_495.A10,NA,NA,NA,0.2407
gradient_495,gradient,T1,495,A11,gradient_495.A11,NA,NA,NA,0.3166
gradient_495,gradient,T1,495,A12,gradient_495.A12,NA,NA,NA,0.3521
gradient_495,gradient,T1,495,A13,gradient_495.A13,NA,NA,NA,0.2607
gradient_495,gradient,T1,495,A14,gradient_495.A14,NA,NA,NA,0.3376
gradient_495,gradient,T1,495,A15,gradient_495.A15,NA,NA,NA,0.3403
gradient_495,gradient,T1,495,A16,gradient_495.A16,NA,NA,NA,0.3442
gradient_495,gradient,T1,495,A17,gradient_495.A17,NA,NA,NA,0.3152
gradient_495,gradient,T1,495,A18,gradient_495.A18,NA,NA,NA,0.2606
gradient_495,gradient,T1,495,A19,gradient_495.A19,NA,NA,NA,0.4752
gradient_495,gradient,T1,495,A20,gradient_495.A20,NA,NA,NA,0.3503
gradient_495,gradient,T1,495,A21,gradient_495.A21,NA,NA,NA,0.3276
gradient_495,gradient,T1,495,A22,gradient_495.A22,NA,NA,NA,0.3255
gradient_495,gradient,T1,495,A23,gradient_495.A23,NA,NA,NA,0.5231
gradient_495,gradient,T1,495,A24,gradient_495.A24,NA,NA,NA,0.2119
gradient_495,gradient,T1,495,B01,gradient_495.B01,NA,NA,NA,0.2534
gradient_495,gradient,T1,495,B02,gradient_495.B02,Control,DMSO,5,0.3138
gradient_495,gradient,T1,495,B03,gradient_495.B03,Experimental,PHENYLMERCURIC ACETATE,5,0.0816
gradient_495,gradient,T1,495,B04,gradient_495.B04,Experimental,Hydrastinine hydrochloride,1.66666666666667,0.4285
gradient_495,gradient,T1,495,B05,gradient_495.B05,Control,DMSO,5,0.5846
gradient_495,gradient,T1,495,B06,gradient_495.B06,Control,DMSO,5,0.601
gradient_495,gradient,T1,495,B07,gradient_495.B07,Control,DMSO,5,0.3379
gradient_495,gradient,T1,495,B08,gradient_495.B08,Control,DMSO,5,0.47
gradient_495,gradient,T1,495,B09,gradient_495.B09,Control,DMSO,5,0.4723
gradient_495,gradient,T1,495,B10,gradient_495.B10,Control,DMSO,5,0.3865
gradient_495,gradient,T1,495,B11,gradient_495.B11,Control,DMSO,5,0.538
gradient_495,gradient,T1,495,B12,gradient_495.B12,Control,DMSO,5,0.4383
gradient_495,gradient,T1,495,B13,gradient_495.B13,Experimental,Remerine HCl,5,0.1775
gradient_495,gradient,T1,495,B14,gradient_495.B14,Control,DMSO,5,0.3539
gradient_495,gradient,T1,495,B15,gradient_495.B15,Experimental,COUMOPHOS,5,0.5037
gradient_495,gradient,T1,495,B16,gradient_495.B16,Control,DMSO,5,0.3999
gradient_495,gradient,T1,495,B17,gradient_495.B17,Control,DMSO,5,0.3532
gradient_495,gradient,T1,495,B18,gradient_495.B18,Experimental,PHENYLMERCURIC ACETATE,1.66666666666667,0.0864
gradient_495,gradient,T1,495,B19,gradient_495.B19,Experimental,Remerine HCl,1.66666666666667,0.2353
gradient_495,gradient,T1,495,B20,gradient_495.B20,Experimental,Riboflavine,5,0.2855
gradient_495,gradient,T1,495,B21,gradient_495.B21,Experimental,Bicuculline (+),3.33333333333333,0.4419
gradient_495,gradient,T1,495,B22,gradient_495.B22,Control,DMSO,5,0.2903
gradient_495,gradient,T1,495,B23,gradient_495.B23,Control,DMSO,5,0.2563
gradient_495,gradient,T1,495,B24,gradient_495.B24,NA,NA,NA,0.3413
gradient_495,gradient,T1,495,C01,gradient_495.C01,NA,NA,NA,0.282
gradient_495,gradient,T1,495,C02,gradient_495.C02,Experimental,Tetraethylthiuram disulfide,3.33333333333333,0.1314
gradient_495,gradient,T1,495,C03,gradient_495.C03,Control,DMSO,5,0.3256
gradient_495,gradient,T1,495,C04,gradient_495.C04,Control,DMSO,5,0.2793
gradient_495,gradient,T1,495,C05,gradient_495.C05,Experimental,Pifithrin-mu,6.66666666666667,0.1983
gradient_495,gradient,T1,495,C06,gradient_495.C06,Experimental,Gliotoxin,1.66666666666667,0.1103
gradient_495,gradient,T1,495,C07,gradient_495.C07,Experimental,Riboflavine,3.33333333333333,0.303
gradient_495,gradient,T1,495,C08,gradient_495.C08,Control,DMSO,5,0.3428
gradient_495,gradient,T1,495,C09,gradient_495.C09,Experimental,Tetraethylthiuram disulfide,5,0.111
gradient_495,gradient,T1,495,C10,gradient_495.C10,Experimental,BICUCULLINE (+),1.66666666666667,0.1935
gradient_495,gradient,T1,495,C11,gradient_495.C11,Control,DMSO,5,0.2173
gradient_495,gradient,T1,495,C12,gradient_495.C12,Experimental,HYDRASTININE HYDROCHLORIDE,1.66666666666667,0.2164
gradient_495,gradient,T1,495,C13,gradient_495.C13,Control,DMSO,5,0.3446
gradient_495,gradient,T1,495,C14,gradient_495.C14,Experimental,WB 64,5,0.1706
gradient_495,gradient,T1,495,C15,gradient_495.C15,Control,DMSO,5,0.2391
gradient_495,gradient,T1,495,C16,gradient_495.C16,Experimental,Tetraethylthiuram disulfide,6.66666666666667,0.1074
gradient_495,gradient,T1,495,C17,gradient_495.C17,Experimental,HYDRASTININE HYDROCHLORIDE,6.66666666666667,0.2867
gradient_495,gradient,T1,495,C18,gradient_495.C18,Control,DMSO,5,0.3474
gradient_495,gradient,T1,495,C19,gradient_495.C19,Control,DMSO,5,0.2702
gradient_495,gradient,T1,495,C20,gradient_495.C20,Experimental,METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE,3.33333333333333,0.2812
gradient_495,gradient,T1,495,C21,gradient_495.C21,Control,DMSO,5,0.286
gradient_495,gradient,T1,495,C22,gradient_495.C22,Control,DMSO,5,0.2765
gradient_495,gradient,T1,495,C23,gradient_495.C23,Experimental,GOSSYPETIN,6.66666666666667,0.2053
gradient_495,gradient,T1,495,C24,gradient_495.C24,NA,NA,NA,0.2071
gradient_495,gradient,T1,495,D01,gradient_495.D01,NA,NA,NA,0.3153
gradient_495,gradient,T1,495,D02,gradient_495.D02,Control,DMSO,5,0.3106
gradient_495,gradient,T1,495,D03,gradient_495.D03,Control,DMSO,5,0.3286
gradient_495,gradient,T1,495,D04,gradient_495.D04,Control,DMSO,5,0.4335
gradient_495,gradient,T1,495,D05,gradient_495.D05,Control,DMSO,5,0.4572
gradient_495,gradient,T1,495,D06,gradient_495.D06,Control,DMSO,5,0.5712
gradient_495,gradient,T1,495,D07,gradient_495.D07,Control,DMSO,5,0.5167
gradient_495,gradient,T1,495,D08,gradient_495.D08,Control,DMSO,5,0.5141
gradient_495,gradient,T1,495,D09,gradient_495.D09,Experimental,GOSSYPETIN,3.33333333333333,0.4276
gradient_495,gradient,T1,495,D10,gradient_495.D10,Control,DMSO,5,0.3324
gradient_495,gradient,T1,495,D11,gradient_495.D11,Experimental,Hymecromone,6.66666666666667,0.4662
gradient_495,gradient,T1,495,D12,gradient_495.D12,Experimental,Gliotoxin,6.66666666666667,0.127
gradient_495,gradient,T1,495,D13,gradient_495.D13,Experimental,Tunicamycin B,3.33333333333333,0.1446
gradient_495,gradient,T1,495,D14,gradient_495.D14,Control,DMSO,5,0.4444
gradient_495,gradient,T1,495,D15,gradient_495.D15,Control,DMSO,5,0.5799
gradient_495,gradient,T1,495,D16,gradient_495.D16,Control,DMSO,5,0.6049
gradient_495,gradient,T1,495,D17,gradient_495.D17,Control,DMSO,5,0.4362
gradient_495,gradient,T1,495,D18,gradient_495.D18,Control,DMSO,5,0.4758
gradient_495,gradient,T1,495,D19,gradient_495.D19,Experimental,NAFCILLIN SODIUM,6.66666666666667,0.2572
gradient_495,gradient,T1,495,D20,gradient_495.D20,Control,DMSO,5,0.2542
gradient_495,gradient,T1,495,D21,gradient_495.D21,Control,DMSO,5,0.35
gradient_495,gradient,T1,495,D22,gradient_495.D22,Control,DMSO,5,0.3485
gradient_495,gradient,T1,495,D23,gradient_495.D23,Experimental,NAFCILLIN SODIUM,5,0.3781
gradient_495,gradient,T1,495,D24,gradient_495.D24,NA,NA,NA,0.3082
gradient_495,gradient,T1,495,E01,gradient_495.E01,NA,NA,NA,0.2662
gradient_495,gradient,T1,495,E02,gradient_495.E02,Control,DMSO,5,0.255
gradient_495,gradient,T1,495,E03,gradient_495.E03,Control,DMSO,5,0.3754
gradient_495,gradient,T1,495,E04,gradient_495.E04,Control,DMSO,5,0.3398
gradient_495,gradient,T1,495,E05,gradient_495.E05,Control,DMSO,5,0.3583
gradient_495,gradient,T1,495,E06,gradient_495.E06,Control,DMSO,5,0.3994
gradient_495,gradient,T1,495,E07,gradient_495.E07,Control,DMSO,5,0.252
gradient_495,gradient,T1,495,E08,gradient_495.E08,Control,DMSO,5,0.3207
gradient_495,gradient,T1,495,E09,gradient_495.E09,Control,DMSO,5,0.2872
gradient_495,gradient,T1,495,E10,gradient_495.E10,Experimental,WB 64,6.66666666666667,0.1525
gradient_495,gradient,T1,495,E11,gradient_495.E11,Control,DMSO,5,0.3299
gradient_495,gradient,T1,495,E12,gradient_495.E12,Control,DMSO,5,0.4477
gradient_495,gradient,T1,495,E13,gradient_495.E13,Control,DMSO,5,0.4192
gradient_495,gradient,T1,495,E14,gradient_495.E14,Control,DMSO,5,0.2564
gradient_495,gradient,T1,495,E15,gradient_495.E15,Control,DMSO,5,0.2577
gradient_495,gradient,T1,495,E16,gradient_495.E16,Experimental,BICUCULLINE (+),5,0.3355
gradient_495,gradient,T1,495,E17,gradient_495.E17,Experimental,PUERARIN,5,0.415
gradient_495,gradient,T1,495,E18,gradient_495.E18,Control,DMSO,5,0.2776
gradient_495,gradient,T1,495,E19,gradient_495.E19,Control,DMSO,5,0.3497
gradient_495,gradient,T1,495,E20,gradient_495.E20,Control,DMSO,5,0.4448
gradient_495,gradient,T1,495,E21,gradient_495.E21,Control,DMSO,5,0.3149
gradient_495,gradient,T1,495,E22,gradient_495.E22,Control,DMSO,5,0.2372
gradient_495,gradient,T1,495,E23,gradient_495.E23,Control,DMSO,5,0.5269
gradient_495,gradient,T1,495,E24,gradient_495.E24,NA,NA,NA,0.2697
gradient_495,gradient,T1,495,F01,gradient_495.F01,NA,NA,NA,0.428
gradient_495,gradient,T1,495,F02,gradient_495.F02,Control,DMSO,5,0.4477
gradient_495,gradient,T1,495,F03,gradient_495.F03,Control,DMSO,5,0.368
gradient_495,gradient,T1,495,F04,gradient_495.F04,Experimental,Disulfiram,1.66666666666667,0.2057
gradient_495,gradient,T1,495,F05,gradient_495.F05,Control,DMSO,5,0.5948
gradient_495,gradient,T1,495,F06,gradient_495.F06,Control,DMSO,5,0.6539
gradient_495,gradient,T1,495,F07,gradient_495.F07,Control,DMSO,5,0.5123
gradient_495,gradient,T1,495,F08,gradient_495.F08,Control,DMSO,5,0.7451
gradient_495,gradient,T1,495,F09,gradient_495.F09,Experimental,Pifithrin-mu,1.66666666666667,0.5155
gradient_495,gradient,T1,495,F10,gradient_495.F10,Control,DMSO,5,0.4973
gradient_495,gradient,T1,495,F11,gradient_495.F11,Experimental,Hydrastinine hydrochloride,5,0.6982
gradient_495,gradient,T1,495,F12,gradient_495.F12,Control,DMSO,5,0.4786
gradient_495,gradient,T1,495,F13,gradient_495.F13,Control,DMSO,5,0.4371
gradient_495,gradient,T1,495,F14,gradient_495.F14,Control,DMSO,5,0.5668
gradient_495,gradient,T1,495,F15,gradient_495.F15,Experimental,NAFCILLIN SODIUM,3.33333333333333,0.4253
gradient_495,gradient,T1,495,F16,gradient_495.F16,Control,DMSO,5,0.6831
gradient_495,gradient,T1,495,F17,gradient_495.F17,Control,DMSO,5,0.4806
gradient_495,gradient,T1,495,F18,gradient_495.F18,Control,DMSO,5,0.4604
gradient_495,gradient,T1,495,F19,gradient_495.F19,Control,DMSO,5,0.447
gradient_495,gradient,T1,495,F20,gradient_495.F20,Control,DMSO,5,0.443
gradient_495,gradient,T1,495,F21,gradient_495.F21,Experimental,BEPHENIUM HYDROXYNAPTHOATE,6.66666666666667,0.4814
gradient_495,gradient,T1,495,F22,gradient_495.F22,Experimental,DL-alpha-Methyl-p-tyrosine,3.33333333333333,0.2919
gradient_495,gradient,T1,495,F23,gradient_495.F23,Control,DMSO,5,0.328
gradient_495,gradient,T1,495,F24,gradient_495.F24,NA,NA,NA,0.2915
gradient_495,gradient,T1,495,G01,gradient_495.G01,NA,NA,NA,0.2894
gradient_495,gradient,T1,495,G02,gradient_495.G02,Control,DMSO,5,0.3751
gradient_495,gradient,T1,495,G03,gradient_495.G03,Experimental,METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE,6.66666666666667,0.2567
gradient_495,gradient,T1,495,G04,gradient_495.G04,Control,DMSO,5,0.8669
gradient_495,gradient,T1,495,G05,gradient_495.G05,Control,DMSO,5,0.4611
gradient_495,gradient,T1,495,G06,gradient_495.G06,Control,DMSO,5,0.5191
gradient_495,gradient,T1,495,G07,gradient_495.G07,Control,DMSO,5,0.2292
gradient_495,gradient,T1,495,G08,gradient_495.G08,Control,DMSO,5,0.451
gradient_495,gradient,T1,495,G09,gradient_495.G09,Control,DMSO,5,0.3699
gradient_495,gradient,T1,495,G10,gradient_495.G10,Experimental,GENTIAN VIOLET,5,0.1302
gradient_495,gradient,T1,495,G11,gradient_495.G11,Control,DMSO,5,0.411
gradient_495,gradient,T1,495,G12,gradient_495.G12,Control,DMSO,5,0.4128
gradient_495,gradient,T1,495,G13,gradient_495.G13,Experimental,COUMOPHOS,1.66666666666667,0.5594
gradient_495,gradient,T1,495,G14,gradient_495.G14,Control,DMSO,5,0.2875
gradient_495,gradient,T1,495,G15,gradient_495.G15,Experimental,BICUCULLINE(-) METHIODIDE,3.33333333333333,0.3502
gradient_495,gradient,T1,495,G16,gradient_495.G16,Control,DMSO,5,0.3846
gradient_495,gradient,T1,495,G17,gradient_495.G17,Control,DMSO,5,0.5477
gradient_495,gradient,T1,495,G18,gradient_495.G18,Experimental,BEPHENIUM HYDROXYNAPTHOATE,1.66666666666667,0.4317
gradient_495,gradient,T1,495,G19,gradient_495.G19,Control,DMSO,5,0.4302
gradient_495,gradient,T1,495,G20,gradient_495.G20,Control,DMSO,5,0.5381
gradient_495,gradient,T1,495,G21,gradient_495.G21,Control,DMSO,5,0.4603
gradient_495,gradient,T1,495,G22,gradient_495.G22,Experimental,PHENYLMERCURIC ACETATE,6.66666666666667,0.0867
gradient_495,gradient,T1,495,G23,gradient_495.G23,Control,DMSO,5,0.4205
gradient_495,gradient,T1,495,G24,gradient_495.G24,NA,NA,NA,0.3479
gradient_495,gradient,T1,495,H01,gradient_495.H01,NA,NA,NA,0.3494
gradient_495,gradient,T1,495,H02,gradient_495.H02,Control,DMSO,5,0.36
gradient_495,gradient,T1,495,H03,gradient_495.H03,Control,DMSO,5,0.3805
gradient_495,gradient,T1,495,H04,gradient_495.H04,Control,DMSO,5,0.7358
gradient_495,gradient,T1,495,H05,gradient_495.H05,Control,DMSO,5,0.8152
gradient_495,gradient,T1,495,H06,gradient_495.H06,Control,DMSO,5,0.4387
gradient_495,gradient,T1,495,H07,gradient_495.H07,Control,DMSO,5,0.6876
gradient_495,gradient,T1,495,H08,gradient_495.H08,Control,DMSO,5,0.4673
gradient_495,gradient,T1,495,H09,gradient_495.H09,Control,DMSO,5,0.5965
gradient_495,gradient,T1,495,H10,gradient_495.H10,Experimental,Hymecromone,1.66666666666667,0.5388
gradient_495,gradient,T1,495,H11,gradient_495.H11,Control,DMSO,5,0.4783
gradient_495,gradient,T1,495,H12,gradient_495.H12,Experimental,BICUCULLINE(-) METHIODIDE,1.66666666666667,0.493
gradient_495,gradient,T1,495,H13,gradient_495.H13,Control,DMSO,5,0.4072
gradient_495,gradient,T1,495,H14,gradient_495.H14,Control,DMSO,5,0.6373
gradient_495,gradient,T1,495,H15,gradient_495.H15,Control,DMSO,5,0.4883
gradient_495,gradient,T1,495,H16,gradient_495.H16,Experimental,Hymecromone,5,0.7318
gradient_495,gradient,T1,495,H17,gradient_495.H17,Experimental,Gliotoxin,5,0.1
gradient_495,gradient,T1,495,H18,gradient_495.H18,Control,DMSO,5,0.5885
gradient_495,gradient,T1,495,H19,gradient_495.H19,Control,DMSO,5,0.9444
gradient_495,gradient,T1,495,H20,gradient_495.H20,Control,DMSO,5,0.6318
gradient_495,gradient,T1,495,H21,gradient_495.H21,Control,DMSO,5,0.5027
gradient_495,gradient,T1,495,H22,gradient_495.H22,Experimental,BICUCULLINE(-) METHIODIDE,5,0.1602
gradient_495,gradient,T1,495,H23,gradient_495.H23,Experimental,RIBOFLAVIN,3.33333333333333,0.2427
gradient_495,gradient,T1,495,H24,gradient_495.H24,NA,NA,NA,0.3047
gradient_495,gradient,T1,495,I01,gradient_495.I01,NA,NA,NA,0.3808
gradient_495,gradient,T1,495,I02,gradient_495.I02,Experimental,DL-alpha-Methyl-p-tyrosine,1.66666666666667,0.3502
gradient_495,gradient,T1,495,I03,gradient_495.I03,Experimental,DL-alpha-Methyl-p-tyrosine,5,0.4115
gradient_495,gradient,T1,495,I04,gradient_495.I04,Control,DMSO,5,0.4019
gradient_495,gradient,T1,495,I05,gradient_495.I05,Control,DMSO,5,0.8291
gradient_495,gradient,T1,495,I06,gradient_495.I06,Control,DMSO,5,0.369
gradient_495,gradient,T1,495,I07,gradient_495.I07,Experimental,BICUCULLINE (+),6.66666666666667,0.3907
gradient_495,gradient,T1,495,I08,gradient_495.I08,Experimental,Disulfiram,6.66666666666667,0.106
gradient_495,gradient,T1,495,I09,gradient_495.I09,Control,DMSO,5,0.3685
gradient_495,gradient,T1,495,I10,gradient_495.I10,Control,DMSO,5,0.3906
gradient_495,gradient,T1,495,I11,gradient_495.I11,Control,DMSO,5,0.3827
gradient_495,gradient,T1,495,I12,gradient_495.I12,Experimental,Bicuculline (+),6.66666666666667,0.2805
gradient_495,gradient,T1,495,I13,gradient_495.I13,Experimental,PUERARIN,6.66666666666667,0.622
gradient_495,gradient,T1,495,I14,gradient_495.I14,Experimental,GOSSYPETIN,5,0.5415
gradient_495,gradient,T1,495,I15,gradient_495.I15,Experimental,Pifithrin-mu,3.33333333333333,0.3161
gradient_495,gradient,T1,495,I16,gradient_495.I16,Control,DMSO,5,0.4415
gradient_495,gradient,T1,495,I17,gradient_495.I17,Control,DMSO,5,0.3314
gradient_495,gradient,T1,495,I18,gradient_495.I18,Experimental,Pifithrin-mu,5,0.2283
gradient_495,gradient,T1,495,I19,gradient_495.I19,Experimental,GENTIAN VIOLET,3.33333333333333,0.1264
gradient_495,gradient,T1,495,I20,gradient_495.I20,Experimental,PUERARIN,1.66666666666667,0.7055
gradient_495,gradient,T1,495,I21,gradient_495.I21,Experimental,RIBOFLAVIN,5,0.302
gradient_495,gradient,T1,495,I22,gradient_495.I22,Experimental,GOSSYPETIN,1.66666666666667,0.4063
gradient_495,gradient,T1,495,I23,gradient_495.I23,Control,DMSO,5,0.4699
gradient_495,gradient,T1,495,I24,gradient_495.I24,NA,NA,NA,0.3166
gradient_495,gradient,T1,495,J01,gradient_495.J01,NA,NA,NA,0.3494
gradient_495,gradient,T1,495,J02,gradient_495.J02,Control,DMSO,5,0.3304
gradient_495,gradient,T1,495,J03,gradient_495.J03,Control,DMSO,5,0.2961
gradient_495,gradient,T1,495,J04,gradient_495.J04,Control,DMSO,5,0.4053
gradient_495,gradient,T1,495,J05,gradient_495.J05,Control,DMSO,5,0.3934
gradient_495,gradient,T1,495,J06,gradient_495.J06,Control,DMSO,5,0.8593
gradient_495,gradient,T1,495,J07,gradient_495.J07,Control,DMSO,5,0.5647
gradient_495,gradient,T1,495,J08,gradient_495.J08,Control,DMSO,5,0.3906
gradient_495,gradient,T1,495,J09,gradient_495.J09,Experimental,IRIDIN,5,0.4203
gradient_495,gradient,T1,495,J10,gradient_495.J10,Control,DMSO,5,0.537
gradient_495,gradient,T1,495,J11,gradient_495.J11,Control,DMSO,5,0.7299
gradient_495,gradient,T1,495,J12,gradient_495.J12,Control,DMSO,5,0.6258
gradient_495,gradient,T1,495,J13,gradient_495.J13,Control,DMSO,5,0.6947
gradient_495,gradient,T1,495,J14,gradient_495.J14,Control,DMSO,5,0.6856
gradient_495,gradient,T1,495,J15,gradient_495.J15,Experimental,Riboflavine,6.66666666666667,0.2893
gradient_495,gradient,T1,495,J16,gradient_495.J16,Experimental,PUERARIN,3.33333333333333,0.6262
gradient_495,gradient,T1,495,J17,gradient_495.J17,Experimental,Hymecromone,3.33333333333333,0.7768
gradient_495,gradient,T1,495,J18,gradient_495.J18,Experimental,Tunicamycin B,1.66666666666667,0.1493
gradient_495,gradient,T1,495,J19,gradient_495.J19,Control,DMSO,5,0.3302
gradient_495,gradient,T1,495,J20,gradient_495.J20,Control,DMSO,5,0.8102
gradient_495,gradient,T1,495,J21,gradient_495.J21,Control,DMSO,5,0.7458
gradient_495,gradient,T1,495,J22,gradient_495.J22,Control,DMSO,5,0.3282
gradient_495,gradient,T1,495,J23,gradient_495.J23,Control,DMSO,5,0.4052
gradient_495,gradient,T1,495,J24,gradient_495.J24,NA,NA,NA,0.3406
gradient_495,gradient,T1,495,K01,gradient_495.K01,NA,NA,NA,0.3442
gradient_495,gradient,T1,495,K02,gradient_495.K02,Experimental,THIMEROSAL,6.66666666666667,0.0614
gradient_495,gradient,T1,495,K03,gradient_495.K03,Experimental,GENTIAN VIOLET,6.66666666666667,0.1666
gradient_495,gradient,T1,495,K04,gradient_495.K04,Experimental,HYDRASTININE HYDROCHLORIDE,3.33333333333333,0.5615
gradient_495,gradient,T1,495,K05,gradient_495.K05,Control,DMSO,5,0.7269
gradient_495,gradient,T1,495,K06,gradient_495.K06,Control,DMSO,5,0.646
gradient_495,gradient,T1,495,K07,gradient_495.K07,Experimental,BEPHENIUM HYDROXYNAPTHOATE,3.33333333333333,0.4457
gradient_495,gradient,T1,495,K08,gradient_495.K08,Control,DMSO,5,0.5399
gradient_495,gradient,T1,495,K09,gradient_495.K09,Control,DMSO,5,0.7993
gradient_495,gradient,T1,495,K10,gradient_495.K10,Control,DMSO,5,0.3172
gradient_495,gradient,T1,495,K11,gradient_495.K11,Experimental,HYDRASTININE HYDROCHLORIDE,5,0.2681
gradient_495,gradient,T1,495,K12,gradient_495.K12,Control,DMSO,5,0.349
gradient_495,gradient,T1,495,K13,gradient_495.K13,Experimental,NAFCILLIN SODIUM,1.66666666666667,0.2606
gradient_495,gradient,T1,495,K14,gradient_495.K14,Control,DMSO,5,0.3444
gradient_495,gradient,T1,495,K15,gradient_495.K15,Control,DMSO,5,0.4043
gradient_495,gradient,T1,495,K16,gradient_495.K16,Experimental,PHENYLMERCURIC ACETATE,3.33333333333333,0.0948
gradient_495,gradient,T1,495,K17,gradient_495.K17,Experimental,Gliotoxin,3.33333333333333,0.0848
gradient_495,gradient,T1,495,K18,gradient_495.K18,Control,DMSO,5,0.3975
gradient_495,gradient,T1,495,K19,gradient_495.K19,Control,DMSO,5,0.3735
gradient_495,gradient,T1,495,K20,gradient_495.K20,Control,DMSO,5,0.5317
gradient_495,gradient,T1,495,K21,gradient_495.K21,Control,DMSO,5,0.3918
gradient_495,gradient,T1,495,K22,gradient_495.K22,Control,DMSO,5,0.5178
gradient_495,gradient,T1,495,K23,gradient_495.K23,Experimental,Tetraethylthiuram disulfide,1.66666666666667,0.1656
gradient_495,gradient,T1,495,K24,gradient_495.K24,NA,NA,NA,0.3531
gradient_495,gradient,T1,495,L01,gradient_495.L01,NA,NA,NA,0.335
gradient_495,gradient,T1,495,L02,gradient_495.L02,Experimental,Hydrastinine hydrochloride,6.66666666666667,0.3275
gradient_495,gradient,T1,495,L03,gradient_495.L03,Control,DMSO,5,0.4515
gradient_495,gradient,T1,495,L04,gradient_495.L04,Control,DMSO,5,0.4581
gradient_495,gradient,T1,495,L05,gradient_495.L05,Control,DMSO,5,0.5111
gradient_495,gradient,T1,495,L06,gradient_495.L06,Control,DMSO,5,0.7039
gradient_495,gradient,T1,495,L07,gradient_495.L07,Control,DMSO,5,0.4835
gradient_495,gradient,T1,495,L08,gradient_495.L08,Control,DMSO,5,0.6101
gradient_495,gradient,T1,495,L09,gradient_495.L09,Control,DMSO,5,0.4609
gradient_495,gradient,T1,495,L10,gradient_495.L10,Experimental,WB 64,3.33333333333333,0.4169
gradient_495,gradient,T1,495,L11,gradient_495.L11,Control,DMSO,5,0.6978
gradient_495,gradient,T1,495,L12,gradient_495.L12,Control,DMSO,5,0.6679
gradient_495,gradient,T1,495,L13,gradient_495.L13,Experimental,BEPHENIUM HYDROXYNAPTHOATE,5,0.664
gradient_495,gradient,T1,495,L14,gradient_495.L14,Experimental,BICUCULLINE(-) METHIODIDE,6.66666666666667,0.3872
gradient_495,gradient,T1,495,L15,gradient_495.L15,Experimental,Riboflavine,1.66666666666667,0.6632
gradient_495,gradient,T1,495,L16,gradient_495.L16,Control,DMSO,5,0.5402
gradient_495,gradient,T1,495,L17,gradient_495.L17,Experimental,THIMEROSAL,3.33333333333333,0.1032
